Death No.,Name,Allegiance,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD
1920,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1921,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1922,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1923,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1924,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1925,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1926,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1927,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1928,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1929,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1930,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1931,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1932,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1933,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1934,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1935,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1936,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1937,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1938,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,1,0,0
1939,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1941,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,1,1,1,1,1
1942,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
2054,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2055,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2056,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2057,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2058,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2059,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2060,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2061,Lannister soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
185,Pyat Pree,Warlocks of Qarth,Daenerys Targaryen,House Targaryen,Dragonfire,Qarth,2,10,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0
1310,Randyll Tarly,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,5,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0
2221,"Sandor ""the Hound"" Clegane",House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,Dragonfire,King's Landing,8,5,300,4,31,6,7,1,1,1,1,1,0,0,0,0,0,0,0
575,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
576,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
577,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
578,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
579,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
580,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
581,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
582,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
583,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
584,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
585,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
586,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
587,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
588,Sons of the Harpy agent,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,5,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
678,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
679,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
680,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
681,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
682,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
683,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
684,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
685,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
686,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
687,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
688,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
689,The Masters Soldier,The Masters,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,6,9,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1380,Varys,House Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Dragonstone,8,5,-1,-1,-1,-1,-1,0,1,0,1,1,0,0,0,0,0,0,0
440,Zalla,Smallfolk,Daenerys Targaryen,House Targaryen,Dragonfire,Meereen,4,10,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0
222,White Walker,None,Sam Tarly,Night's Watch,Dragonglass,Beyond the Wall,3,8,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0
1317,Wildling,Free Folk,Wight,White Walkers,Drowning,Beyond the Wall,7,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
1092,Lannister soldier,House Lannister,Unsullied Soldier,House Targaryen,Falling,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
598,Myranda Royce,House Bolton,Reek,House Bolton,Falling,Winterfell,5,10,-1,-1,-1,-1,-1,1,0,1,0,1,0,0,0,0,0,0,0
1325,Night's Watch brother,Night's Watch,Viserion,Animal,Falling,The Wall,7,7,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0
1326,Night's Watch brother,Night's Watch,Viserion,Animal,Falling,The Wall,7,7,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0
1327,Night's Watch brother,Night's Watch,Viserion,Animal,Falling,The Wall,7,7,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0
1328,Night's Watch brother,Night's Watch,Viserion,Animal,Falling,The Wall,7,7,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0
1329,Night's Watch brother,Night's Watch,Viserion,Animal,Falling,The Wall,7,7,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0
1330,Night's Watch brother,Night's Watch,Viserion,Animal,Falling,The Wall,7,7,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0
1331,Night's Watch brother,Night's Watch,Viserion,Animal,Falling,The Wall,7,7,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0
1332,Night's Watch brother,Night's Watch,Viserion,Animal,Falling,The Wall,7,7,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0
995,Tommen Baratheon,House Baratheon of King's Landing,Tommen Baratheon,House Baratheon of King's Landing,Falling,King's Landing,6,10,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,0,0
210,Wildling,Free Folk,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
211,Wildling,Free Folk,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
212,Wildling,Free Folk,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
213,Wildling,Free Folk,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
214,Wildling,Free Folk,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
215,Wildling,Free Folk,None,None,Falling,The Wall,3,6,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
520,Wildling,Free Folk,Wight,White Walkers,Falling,Hardhome,5,8,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0
281,Axell Florent,House Baratheon of Dragonstone,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Fire,Dragonstone,4,2,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0
157,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Fire,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
107,Billy,Smallfolk,Theon Greyjoy,House Bolton,Fire,Winterfell,2,7,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
632,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
633,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
634,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
635,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
636,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
637,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
638,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
639,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
640,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
641,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
642,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
643,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
644,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
645,Dothraki Khal,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
282,Dragonstone citizen,House Baratheon of Dragonstone,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Fire,Dragonstone,4,2,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0
283,Dragonstone citizen,House Baratheon of Dragonstone,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Fire,Dragonstone,4,2,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0
536,Horse,Animal,Ramsay Bolton,House Bolton,Fire,Kingsroad,5,9,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0
108,Jack,Smallfolk,Theon Greyjoy,House Bolton,Fire,Winterfell,2,7,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
48,Jafer Flowers,None,Night's Watch brother,Night's Watch,Fire,Castle Black,1,8,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
631,Khal Moro,Dothraki,Daenerys Targaryen,House Targaryen,Fire,Vaes Dothrak,6,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
217,Leech,Animal,Stannis Baratheon,House Baratheon of Dragonstone,Fire,Dragonstone,3,8,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0
218,Leech,Animal,Stannis Baratheon,House Baratheon of Dragonstone,Fire,Dragonstone,3,8,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0
219,Leech,Animal,Stannis Baratheon,House Baratheon of Dragonstone,Fire,Dragonstone,3,8,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,0,0,0,0,0
58,Mirri Maz Duur,None,Daenerys Targaryen,House Targaryen,Fire,Red Waste,1,10,299,1,72,1,10,0,0,0,1,1,0,0,0,0,0,0,0
47,Othor,None,Jon Snow,House Stark,Fire,Castle Black,1,8,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
538,Shireen Baratheon,House Baratheon of Dragonstone,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Fire,Kingsroad,5,9,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,0,0
123,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
124,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
125,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
126,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
127,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
128,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
129,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
130,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
131,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
132,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
133,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
134,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
135,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
136,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
137,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
138,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
139,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
140,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
141,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
142,Baratheon of Dragonstone soldier,House Baratheon of Dragonstone,Baratheon of King's Landing soldier,House Baratheon of King's Landing,Arrow,King's Landing,2,9,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
342,Night's Watch brother,Night's Watch,Ygritte,Free Folk,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0
347,Night's Watch brother,Night's Watch,Ygritte,Free Folk,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0
348,Night's Watch brother,Night's Watch,Ygritte,Free Folk,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0
398,Night's Watch brother,Night's Watch,Wildling,Free Folk,Arrow,The Wall,4,9,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0
340,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
341,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
343,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
344,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
345,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
346,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Beyond the Wall,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
356,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
357,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
358,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
359,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
360,Wildling,Free Folk,Night's Watch brother,Night's Watch,Arrow,Castle Black,4,9,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
454,Peasant,None,Ramsay Bolton,House Bolton,Flaying,Winterfell,5,3,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0
455,Peasant,None,Ramsay Bolton,House Bolton,Flaying,Winterfell,5,3,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0
456,Peasant,None,Ramsay Bolton,House Bolton,Flaying,Winterfell,5,3,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0
511,Peasant,None,Ramsay Bolton,House Bolton,Flaying,Winterfell,5,7,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0
1300,Dothraki man,House Targaryen,Bronn,House Lannister,Arrow,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0
