Death No.,Killed_chord,Name,Allegiance,Killer_chord,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD,LocationX,LocationY
1003,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1004,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1005,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1006,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1007,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1008,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1009,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1010,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1011,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1012,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1013,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1014,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1015,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1016,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1017,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1018,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1019,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1020,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1021,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1022,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1023,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1024,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1025,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1026,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1027,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1028,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1029,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1030,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1031,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1032,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1033,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1034,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1035,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1036,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1037,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1038,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1039,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1040,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1041,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1042,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1043,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1044,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1045,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1046,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1047,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1048,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1049,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1050,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1051,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1052,Other Freys,Frey family member,House Frey,Arya Stark,Arya Stark,House Stark,Poison,The Twins,7,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,278,734
1053,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Euron Greyjoy,Euron Greyjoy,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1054,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,653,1100
1055,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,653,1100
1056,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,653,1100
1057,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1058,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1059,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,653,1100
1060,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1061,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,653,1100
1062,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,653,1100
1063,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Mace,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,653,1100
1064,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Euron Greyjoy,Euron Greyjoy,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1065,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,653,1100
1066,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,653,1100
1067,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Sand Snakes,Tyene Sand,Sand Snakes,Knife,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,653,1100
1068,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1069,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1070,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,653,1100
1071,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,653,1100
1072,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Euron Greyjoy,Euron Greyjoy,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1073,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Sand Snakes,Tyene Sand,Sand Snakes,Knife,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,653,1100
1074,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Sand Snakes,Tyene Sand,Sand Snakes,Knife,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,653,1100
1075,Sand Snakes,Obara Sand,Sand Snakes,Euron Greyjoy,Euron Greyjoy,House Greyjoy,Spear,The Narrow Sea,7,2,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,0,0,1,1,653,1100
1076,Sand Snakes,Nymeria Sand,Sand Snakes,Euron Greyjoy,Euron Greyjoy,House Greyjoy,Whip,The Narrow Sea,7,2,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,0,0,1,1,653,1100
1077,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Yara Greyjoy,Yara Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,653,1100
1078,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Euron Greyjoy,Euron Greyjoy,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1079,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Euron Greyjoy,Euron Greyjoy,House Greyjoy,Axe,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1080,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Theon Greyjoy,Theon Greyjoy,House Greyjoy,Sword,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,653,1100
1081,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Other Greyjoys,Greyjoy Soldier,House Greyjoy,Knife,The Narrow Sea,7,2,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,653,1100
1082,Sand Snakes,Ellaria Sand,Sand Snakes,Cersei Lannister,Cersei Lannister,House Lannister,Poison,King's Landing,7,3,-1,-1,-1,-1,-1,1,0,0,1,1,0,0,0,0,1,0,1,440,1050
1083,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Arrow,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1084,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Arrow,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1085,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Arrow,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1086,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Arrow,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1087,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Rock,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1088,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Arrow,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1089,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Arrow,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1090,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Arrow,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1091,Other Lannisters,Lannister soldier,House Lannister,Unsullied,Unsullied Soldier,House Targaryen,Knife,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1092,Other Lannisters,Lannister soldier,House Lannister,Unsullied,Unsullied Soldier,House Targaryen,Falling,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1093,Other Lannisters,Lannister soldier,House Lannister,Unsullied,Unsullied Soldier,House Targaryen,Spear,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1094,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Sword,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1095,Other Lannisters,Lannister soldier,House Lannister,Unsullied,Unsullied Soldier,House Targaryen,Knife,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1096,Unsullied,Unsullied Soldier,House Targaryen,Other Lannisters,Lannister soldier,House Lannister,Sword,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1097,Other Lannisters,Lannister soldier,House Lannister,Unsullied,Unsullied Soldier,House Targaryen,Spear,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1098,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1099,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1100,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1101,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1102,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1103,Other Lannisters,Lannister soldier,House Lannister,Grey Worm,Grey Worm,House Targaryen,Spear,Casterly Rock,7,3,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,130,978
1104,Olenna Tyrell,Olenna Tyrell,House Tyrell,Jaime Lannister,Jaime Lannister,House Lannister,Poison,Highgarden,7,3,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,0,1,1,0,214,1221
1105,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1106,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1107,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1108,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1109,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1110,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1111,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1112,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1113,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1114,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1115,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1116,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1117,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1118,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1119,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1120,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1121,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1122,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1123,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1124,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1125,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1126,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1127,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1128,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1129,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1130,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
1131,Other Lannisters,Lannister soldier,House Lannister,Daenerys Targaryen,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,215,1207
